id,tweet,label
18,"Gov. Andrew Cuomo “was simply saying if we can share 20 percent of your excess your non-used ventilators to help people in other parts of the state on a voluntary basis that would be great. Of course there was a reaction to that which was not positive.""",fake
19,"???The Democrats are pushing for an implanted microchip in humans, and everyone to be vaccinated.??�",fake
20,Arizona and Missouri report only facilities with outbreaks not actual cases deaths or facility names—this appears transparent but doesn’t convey COVID-19’s true impact. County health depts (Maricopa AZ and St. Louis MO) provide both states’ most reliable source of LTC data.,real
21,Mike Pence introduces program to cure coronavirus carriers with conversion therapy https://t.co/A36KAO2NWa https://t.co/bp0SDO25F0,fake
22,#IndiaFightsCorona Nearly 74% of the New Recovered cases are found in 10 States/UTs. Maharashtra has maintained this lead with 19476 cases (22.3%) for the sixth consecutive day. https://t.co/ksnkELo2gf,real
23,Advisory issued by the state police of Telangana (India) instructing people to be vigilant about the possibility of increase in thefts due to the COVID-19 crisis in the country.,fake
24,Our Weekly Epidemiological Report #NCDCWER provides updates on epidemic-prone diseases in Nigeria This week's editorial focuses on the scale-up of #COVID19 testing in all 36 states &amp; FCT through the national testing strategy Read via: https://t.co/lhenjls99o https://t.co/muFsr7JrQO,real
25,As at 08:00 pm 2nd April there are 184 confirmed cases 20 discharged 2 deaths For a breakdown of cases by states- https://t.co/zQrpNeOfet Currently; Lagos- 98 FCT- 38 Osun- 14 Oyo- 8 Akwa Ibom- 5 Ogun- 4 Edo- 4 Kaduna- 4 Bauchi- 3 Enugu- 2 Ekiti- 2 Rivers-1 Benue- 1,real
26,Breathlessness excessive fatigue and muscle aches from COVID can last for months. https://t.co/OUhBRirKpE,real
27,Today’s second confirmed case is a 59 year old woman who travelled from Delhi and who arrived in Auckland on 15 June. She was tested while at the Grand Millennium managed isolation facility and was travelling with her partner who has also been tested and whose result is pending.,real
28,Parent Makes Impassioned Plea To Coronavirus https://t.co/E8AHhknapG #kids #facebook #coronavirus,fake
29,Everyone can help prevent spread of #COVID19. Clara the #Coronavirus Self-Checker can help you decide when to call your doctor if you are feeling sick. Start using Clara here: https://t.co/5FnxlOcZpu. https://t.co/dYNwHAgEQi,real
30,As of June 16 more than 2.1 million #COVID19 cases have been reported in the U.S. with 37 states and jurisdictions reporting more than 10000 cases. See how many cases have been reported in your state: https://t.co/wiuFBKR3Uh. https://t.co/jeB60wmCxl,real
31,"Police has ""free entry in houses and buildings"" in Malaga to identify possible coronavirus infections.",fake
32,As of 5 August 2020 there are 1955 active #COVID19 cases in #Kanniyakumari #TamilNadu #COVID__19 #COVID #Covid_19 #COVIDー19 #COVID19India #COVIDUpdates #coronavirus #CoronaUpdates #CoronavirusIndia #CoronavirusUpdates #CoronavirusPandemic https://t.co/elaLGEeCWy,real
33,The last 3 days have seen near-record numbers of tests reported. 8 states completed over 10k tests. Time will tell but these numbers have begun to feel like the new normal.,real
34,RT @DDNewslive: Prime Minister @narendramodi to chair a high level virtual meeting with the Chief Ministers and Health Ministers of seven #…,real
35,Many healthcare systems are experiencing #COVID19 patient surges. New guidance is available for transferring patients to Relief Healthcare Facilities. Learn more: https://t.co/yKCPnPJjKR. https://t.co/DXHASzqwmi,real
36,Over the coming weeks we’re going to ask states to address these problems and the others that are sure to arise. This important data should be available in the most useful standardized way.,real
37,Photo purportedly showing Tom Hanks holding a volleyball claiming the hospital staff in Australia gave it to him as a tribute and to cheer him up while in quarantine.,fake
38,Help prevent the spread of #COVID19. Avoid close contact with people who are sick wash hands often for at least 20 seconds avoid touching your face and practice social distancing by putting space between yourself and others. https://t.co/0D99fLmeyc https://t.co/O8gY8EGcss,real
39,Video shows celebrations in Tunisian hospitals because Tunisia is free from COVID19.,fake
40,Patients with #COVID + obesity are at nearly 50% higher risk of death study finds. https://t.co/a2IdFXEtUK https://t.co/TaNov2xuss,real
41,EMA endorses the use of dexamethasone for COVID-19. https://t.co/RKPH74Hz3W,real
42,CDC: First in line should be healthcare and essential workers and those at high risk. https://t.co/ZBfEW70P1E #covid19,real
43,Public Health Professionals: Need #COVID19 resources for sharing? Check out CDC’s One-Stop Shop for COVID-19 Resources that range from youth sports to travel: https://t.co/EpQe5KaDvq. https://t.co/CLv3Qj3ZeJ,real
44,Is Coranavirus a biological Weapon developed by the Chinese called Wuhan -400? This book was published in 1981. Do read the excerpt.,fake
45,"It’s been over six months since the first confirmed case of COVID-19 in the United States, and President Trump still doesn't have an effective plan to contain its spread. It's an unjustifiable failure of leadership that costs lives every day.",fake
46,Update from the Prime Minister on COVID-19 Alert Levels: • The Prime Minister and Cabinet have agreed that we are ready to move in to Alert Level 2 on Thursday but we need to do so as safely as possible. https://t.co/mur8VHi8iO,real
47,#CoronaVirusUpdates: State-wise details of Total Confirmed #COVID19 cases(till 28 August 2020 8 AM) ➡️States with 1-10000 confirmed cases ➡️States with 10001-90000 confirmed cases ➡️States with 90000+ confirmed cases ➡️Total no. of confirmed cases so far https://t.co/tCO1EnK5jk,real
48,"In our laboratory, we found trace amount of the virus on the skin of fruits and vegetables after 12 hours of being touched by another customer who was infected. We recommend our staff to avoid salads. Do not eat the fruits within 48 hours of purchase, or pour some boiling water over the fruit before cutting. Berries, apples, cucumbers and tomatoes are the worst because some people eat the skin. This explains why the virus is spreading faster in the west than asia. Most Asians do not eat salad and very few people eat the skin of any fruit. We have to assume anything that comes from outside our home within 48 hours is infected. Shoes, clothes, our hair, all food. Hope that helps, pls take extreme care. Kind Regards.",fake
49,@JATayler Costco’s own brand Kirkland Tuna is the best. So don’t throw that! Save it for the next covid lockdown,fake
50,A coronavirus vaccine: Where does it stand? Experts we checked with remain optimistic about a vaccine in the first quarter of 2021. https://t.co/XAwbq9IqrH https://t.co/ONglQMMwFc,fake
51,Yesterday our laboratories completed 3329 tests bringing the total number of tests completed to date to 405329. The rolling seven day average is 5271.,real
52,Claim that despite the fact that the crisis headquarters in the North Macedonian town of Stip announced that the textile factories in Stip will be closed due to established cases of coronavirus infections some of the factories are still working.,fake
53,There are now over 400000 pediatric COVID cases -- and they are up 7% since last week. https://t.co/OiChmtK9As,real
54,Italian doctor accuse WHO of misleading the world about COVID-19 as COVID-19 is caused by bacteria not virus.,fake
55,“The lockdown was a difficult decision but a short term strategy to prevent an exponential increase in #COVID19 cases. We will utilise the next 2 weeks as efficiently as possible and allow the economy restart in order to protect the health of #Nigerians” ~ @Chikwe_I https://t.co/uUttdAKe7b,real
56,In India there are 3 #COVID19Vaccine trials are underway. The DCGI has permitted Serum Institute of India (SII) to conduct Phase 3 trial of the vaccine developed by the Oxford University in India. https://t.co/ou6iz4YVDi,real
57,Double Dropping Two Yokes Proven To Work Against Covid-19 https://t.co/yZ5Woa0pXU,fake
58,Claim: India will have no new #COVID19 cases by May 16: V.K. Paul of COVID-19 Empowered Group 1 on April 24. Fact: India has reported &gt;3000 new cases every day for a week. Today May 16 it has reported 3970 new cases https://t.co/OMc4oU8If9,fake
59,The total number of confirmed cases of COVID-19 is now 1204 which is the number we report to the World Health Organization.,real
60,UPDATE: 3 new labs have been included in our molecular laboratory network for #COVID19 at 🧪@UpthOnline Port Harcourt 🧪@RSUTH_PH satellite lab Port Harcourt 🧪@ubthng PCR laboratory Benin This brings the number of labs in Nigeria with the capacity to test for #COVID19 to 23 https://t.co/MveUAJp5KO,real
61,The CDC did not reduce its COVID-19 Florida case count and the CDC did not admit any kind of systematic error in its counting of Florida coronavirus cases. https://t.co/vZ9ZHJCuhO,fake
62,"The Global #dietarysupplements market is anticipated to grow at a #CAGR of around 7.50% during 2020-25. 
Check the full report:- https://t.co/71J6LqCvgr

#food #beverage #marketresearch #marketstrategy #USA #animalhusbandry #covid_19 #kerrygroup #nutrients #Immunity #Energy https://t.co/XPFXA1zzo7",fake
63,Contact tracing is intense difficult work but our safety and economy depend on it. https://t.co/ZiVrwBdKGJ,real
64,Corona Exclusive: We Interview Woman Who Eats The Odd Chinese Now &amp; Then https://t.co/awpjlVB9oJ #shocking,fake
65,With support from @WHO &amp; @OoasWaho the @AfricaCDC IPC Working Group has trained over 3000 healthcare workers in 4 months on public health safety measures We’ve developed guidance on proper use of face masks PPE &amp; environmental decontamination https://t.co/OdTAfuEDSe https://t.co/vn96i8m5Yd,real
66,Yesterday we honoured an invite by H.E @GovernorInuwa to commission the Molecular Diagnostic Laboratory at the Gombe State Specialist Hospital. This will enhance the prompt detection of #COVID19 and other infectious diseases in the state. #TakeResponsibility https://t.co/wiQQvzcORM,real
67,Test patients’ vitamin D levels to improve immunoresponse to #COVID19. https://t.co/WZmvu3E3p7,real
68,A video shows healthcare workers celebrating in a hospital. The caption says it was filmed in Messejana Hospital in Fortaleza Brazil after all COVID-19 patients were cured and a whole hospital wing was closed.,fake
69,"A video shows the arrest of the ""man behind COVID-19"" a Harvard professor who authorities found manufactured and sold the novel coronavirus to China.",fake
70,#DYK? You may have #COVID19 &amp; no symptoms. If someone from the health department tells you that you’ve been exposed do your part to help #SlowtheSpread. Stay home for 14 days &amp; monitor your health. Learn more about contact tracing: https://t.co/9ZN2zYTaud. https://t.co/Fn8hRs231M,real
71,6 of the 7 new cases are already linked to the existing cluster in Auckland. One of the new cases remains under investigation (continued),real
72,New Zealand is also in a good position with its supplies for testing – current stock across the country is sufficient to enable 253190 tests.,real
73,???Sunlight actually can kill the (novel coronavirus.)??�,fake
74,The UN estimates those Yemenis who contract #coronavirus are dying in record numbers. Chief Executive of the Disasters Emergency Committee Saleh Saeed joins #Breakfast to discuss. 🕤 0730 📺 Channel 501 📱 Watch live: https://t.co/IhbWCNQJML https://t.co/uvcWbzfZv6,real
75,Protect yourself from #COVID19 when going shopping. Order online or use curbside pickup if possible wear a face covering practice #socialdistancing and wash your hands with soap and water after leaving the store. Get more tips: https://t.co/qOJIH3XUI5. https://t.co/xM04WIaSgu,real
76,A sample of COVID-19 patients reported typical symptoms such as fever cough shortness of breath but also symptoms like fatigue diarrhea muscle aches headache and chills. Read more about #COVID19 symptoms in today's @CDCMMWR: https://t.co/CjFU87WGPd. https://t.co/97vWRc9N8F,real
77,"#Great news! Carona virus vaccine ready. Able to cure patient within 3 hours after injection. Hats off to US Scientists. Trump announced that Roche Medical Company will launch the vaccine next Sunday, and millions of doses are ready from it!",fake
78,Sir Keir Starmer is out of isolation after his child tested negative for #coronavirus. However he still won't be appearing at #PMQs today with Labour deputy leader Angela Rayner to face Boris Johnson in the House of Commons instead. Live updates: https://t.co/irokoSsks2 https://t.co/p4tb0Njnbm,real
79,The coronavirus is a bacterium that causes thrombosis Italy defeated the disease and you should take Aspirine Apronax zinc and in general drugs that lower your blood pressure.,fake
80,Wearing a mask can cause a fungal infection.,fake
81,Muslims are hoarding food that is distributed in the lockdown.,fake
82,Man collapses and dies on the road due to the novel coronavirus.,fake
83,Trump Grabbed Coronavirus By The pussy https://t.co/xbfflAJw0g #coronavirus #ebolavirus,fake
84,"A Facebook post names several claims about the name ""COVID-19"" including that is an acronym for 'See a Sheep Surrender'.",fake
85,#COVID19 limits access to the vital support needed for FEP recovery. https://t.co/ZZFW0QJnv4,real
86,Our daily update is published. We’ve now tracked 16.1 million tests up 492k from yesterday another all-time high. Worth noting the 7-day average remains below 400k because of low numbers early this week. For details see: https://t.co/PZrmH4bl5Y https://t.co/m0q0oQrXma,real
87,If Alabama continues to #StayAtHome hospitals should not become overloaded. However if distancing is relaxed there is a potential for over 48k hospitalizations - overwhelming the system by May 7th. Learn more at https://t.co/SfwkeRSIVu https://t.co/wKTYJp5Gpc,real
88,"Bahrain accused Iran of ""biological aggression that is criminalised by international law"" by lying about the extent of the outbreak in Iran",fake
89,Human Beings Now On The Endangered Species List https://t.co/sch0HaoFLJ #coronavirus #endangeredspecies #extinct,fake
90,📢#CoronaVirusUpdates: 📍#COVID19 India Tracker (As on 25 August 2020 08:00 AM) ➡️Confirmed cases: 3167323 ➡️Recovered: 2404585 (75.9%)👍 ➡️Active cases: 704348 (22.2%) ➡️Deaths: 58390 (1.8%) #IndiaFightsCorona #IndiaWillWin #StaySafe Via @MoHFW_INDIA https://t.co/eDRW9lF1VC,real
91,75% of new confirmed cases found concentrated in 10 States/UTs. A total of 86508 new cases have been reported in the last 24 hours in the country of which Maharashtra alone contributed more than 21000 followed by Andhra Pradesh and Karnataka. https://t.co/zwflrZGhXe https://t.co/JZx3YFAWp7,real
92,NOTE *Supermarkets &amp; stores may operate daily from 10:00 am to 4:00 pm *Markets may open from 10:00 am to 2:00 pm every 2 days or less *Pharmacies may continue to operate as usual #TakeResponsibility and only go out for food or other essential items,real
93,RT @DrTedros: The 🌍 is suffering but rays of light are visible. Several #COVID19 vaccines are in the final stages of their trials. Factorie…,real
94,Images circulating on Facebook showing an article published in 2003 in the Clarín newspaper about the coronavirus. They are spread claiming that it is the same coronavirus that now causes COVID-19.,fake
95,Our daily update is published. We’ve now tracked 15.6 million tests up 453k from yesterday a new single-day high. Note that we can only track tests that a state reports. For details see: https://t.co/PZrmH4bl5Y https://t.co/oheZBWYcwM,real
96,Our total number of confirmed cases is 1197 which is the number we report to the World Health Organization. There is no one in New Zealand receiving hospital-level care for COVID-19.,real
97,Thousands of doctors say hydroxychloroquine cures coronavirus.,fake
98,RT @CDCtravel: NEW #CDCTRAVELNOTICE: #COVID19 in #Russia. Avoid all nonessential travel to Russia. More information: https://t.co/1D2jJ8zom…,real
99,The latest CDC #COVIDView report shows that the hospitalization rates for adults are similar or higher than those seen at comparable points during recent flu seasons while those for children are much lower. Learn more: https://t.co/zP4VYlo0Pb. https://t.co/Q9EcI1H7aB,real
100,20 million Chinese convert to Islam after coronavirus.,fake
101,RT @CDCDirector: Teachers &amp; School Staff: We are not defenseless against #COVID19. Once your school reopens remind students to: - Wash han…,real
102,"I wanna request to all #delhihearts make this as ur dp.
As our love to our Corona warriors
And I respect all police, doctor and every one who is in our support and fight against #corona 🙏
#DelhiPolice 
@DelhiPolice @narendramodi @LtGovDelhi @ArvindKejriwal 🙏 https://t.co/QNHPQDL0bE",fake
103,Lockdown in South Africa has collapsed. People are out on the streets because due to hunger.,fake
104,RT @CDCDirector: We owe it to our nation’s children to take personal responsibility to do everything we can to lower the levels of #COVID19…,real
105,cientists have found a cure for coronavirus and that it is the drinking of bitter gourd juice causing the virus to fade away in two hours is making rounds on social media.,fake
106,They are both doctors in Italy but they are no longer alive. They saved 160+ lives. And they died of the corona virus at the last moment. This is the picture of their last kiss.,fake
107,Our total number of confirmed cases of COVID-19 is now 1450 which is the number we report to the World Health Organization. Yesterday our laboratories processed 4402 tests bringing the total number of tests completed to date to 872444.,real
108,#IndiaFightsCorona: The following four States of Uttar Pradesh (86) Punjab (78) Andhra Pradesh (64) West Bengal (61) contributed 25.5% of the fatalities in the last 24 hours. Details : https://t.co/nxM2lFoZvu @ICMRDELHI #StaySafe #IndiaWillWin https://t.co/uYOtyxNLA9,real
109,Almost 16 million #COVID19 cases have now been reported to WHO and more than 640000 deaths. And the pandemic continues to accelerate. In the past 6 weeks the total number of cases has roughly doubled-@DrTedros,real
110,"Hospitals get paid $750 for patients who die from the flu, $17,500 for COVID-19.",fake
111,An image of people lying on the street is related to coronavirus.,fake
112,Metro Manila had an 83% rise in COVID-19 cases in one day.,fake
113,@khaliahhh_ Good for your immune system and helping your body function normally got lots or minerals thats good for u and it helps fight cold n flu n shit since its ab to be winter and i do it for covid just cause lol. Oh and do it with room temp water too!,fake
114,Hundreds of students in Dundee have been told to isolate after a suspected #COVID19 outbreak in a halls of residence https://t.co/9SoGZElR7X,real
115,The vaccine against the new coronavirus has existed since 2001,fake
116,The South continues to drive the rising number of COVID-19 deaths. Today 58% of deaths reported were in that region. https://t.co/GtfhBPMXAM,real
117,There is a confirmed case of coronavirus in the Macarthur Region of Australia.,fake
118,Coronavirus is hitting Pakistan so badly . You can see the conditions of hospital in Pakistan and there's no space in hospitals for corona patient .So please take it serious this is a worldwide dangerous virus,fake
119,184 new cases of #COVID19; 51-Lagos 23-Jigawa 16-Bauchi 16-Katsina 14-Kano 10-FCT 10-Rivers 9-Kwara 5-Delta 5-Kaduna 4-Sokoto 4-Oyo 3-Kebbi 3-Nasarawa 3-Osun 2-Ondo 1-Ebonyi 1-Edo 1-Enugu 1-Anambra 1-Plateau 1-Niger 4971 cases of #COVID19 in Nigeria Discharged: 1070 Deaths: 164 https://t.co/jcwyRPnAvv,real
120,Chronic COVID is this week's clinical trend. https://t.co/HjLMMIXOQh https://t.co/eVg6AqETiQ,real
121,WHO reports record daily increase in global coronavirus cases up over 292000 https://t.co/b0EtsTmqgb,fake
122,Covid-19 is NOT killing people. Weak immune systems and bad doctors are.,fake
123,COVID-19 Update There are 2 cases of COVID-19 to report in New Zealand one in managed isolation and 1 in the community. Today’s new cases bring our total number of active cases to 115. Of those 36 are imported cases in Managed Isolation facilities and 79 are community cases.,real
124,#IndiaFightsCorona Centre-led focussed calibrated responsive &amp; effective measures of early identification through aggressive testing prompt surveillance &amp; tracking coupled with standardised high quality clinical care have led to nearly 80% (79.28%) National Recovery Rate https://t.co/1xLDYhqHsC,real
125,Russia has allegedly unleashed over 500 lions in order to ensure that people stay inside their houses.,fake
126,"Workers called back on the job deserve access to regular, reliable COVID-19 testing.",fake
127,We should do the same. Germany sends China ?130billion bill for 'coronavirus damages' - sparks fury in Beijing,fake
128,RT @NYTScience: Data from antibody tests in 10 different cities and states indicate that many people with no symptoms may be spreading the…,real
129,A video showing a police officer briefing about cases being registered against the WhatsApp group admins is shared in the context of coronavirus lockdown.,fake
130,#IndiaFightsCorona India’s 60% Daily New Recoveries come from 5 States. Total number of #COVID19 Recovered Cases nearly 35.5 lakh. https://t.co/wgIjTHAaGP https://t.co/CilKQXoKez,real
131,Dr. Megha Vyas from Pune India died due to COVID-19 while treating COVID patients.,fake
132,Harvard study suggests quarantine can worsen COVID-19 pandemic.,fake
133,25% of US physicians have considered early retirement in light of the pandemic shows a Medscape survey. https://t.co/HfrEv8Z3VE,real
134,#COVID cases under #HomeIsolation stand discharged after 10 days of symptom onset and no fever for 3 days &amp; are then advised to isolate at home &amp; self-monitor their health for a further 7 days. After this a fitness certificate is issued by the field Team for the #COVID19 case. https://t.co/Cf08rZHRsB,real
135,Coronavirus: 10pm curfew for pubs and restaurants - but what other measures could Johnson announce later? https://t.co/Nc0qi4I1oq,real
136,_A video has been viewed tens of thousands of times in multiple posts on Facebook and YouTube which claim it shows an Italian boy looking up at the night sky calling out for his mother who died from the novel coronavirus._,fake
137,Official figures show 18371 new people tested positive for COVID-19 in England between 3 September and 9 September a substantial increase of 167% compared with the end of August https://t.co/7OcPRy1q25,real
138,@_blackie__ Surprised no ones championing nasal rinses with mercury solution as a cure for the COVID,fake
139,.@realdonaldtrump cherry-picked one stat to prove that the US is doing better than most countries in the #COVID19 fight. Other key measures show the opposite. See the charts. https://t.co/JY6Ojd1G7Y,fake
140,As supply increases the next stage of the vaccine rollout would be expanded based on an assessment of each country’s vulnerability to the virus.-@DrTedros #COVID19,real
141,Tom Hanks To Star In The Most Challenging Role Of His Career https://t.co/T4RMicjMxk #hollywood #coronavirus #tomhanks,fake
142,#CoronaVirusUpdates #IndiaFightsCorona More than 2.27 crore total samples tested. #COVID19 Tests Per Million (TPM) continue to rise stands at 16513 today.,real
143,Will we have a second national lockdown? Boris Johnson is said to be considering the introduction of new national restrictions to stop a rise in #COVID19 infections. Here's our explainer on what these restrictions could look like 👇 More here: https://t.co/gjYydxKxxK https://t.co/XFjZpEKawz,real
144,"all the people treated in Rajasthan, the first Indian state to get affected by COVID-19, were given this anti-malarial drug. It further advises people to have a dose of 400 mg tablet, twice or thrice in a week.",fake
145,"UK government advises residents to pick up cricket bat, wait by door for coronavirus #stayalert
https://t.co/TLW5Gup7hR",fake
146,There is no evidence that children have died because of a COVID-19 vaccine. No vaccine currently in development has been approved for widespread public use. https://t.co/9ecvMR8SAf,fake
147,You'll note that this is the second-highest number of tests completed in a day. Yesterday saw a huge spike as California cleared its testing and reporting backlogs. ~140k tests per day is probably closer to the country's real testing capacity at the moment.,real
148,📢#CoronaVirusUpdates: ✅India's #COVID19 recovery rate improves to 77.32% as on September 06 2020 📍Steady improvement in India's COVID-19 recovery rate since #lockdown initiation on March 25 2020 #IndiaFightsCorona @ICMRDELHI Via @MoHFW_INDIA https://t.co/6xn51wp5U7,real
149,The 2005 study found that chloroquine was effective on primate cells with severe acute respiratory syndrome. But while the two share similarities SARS-CoV and COVID-19 are different diseases and primate cells are far from human patients. https://t.co/ryiVuPdNSS,fake
150,Senate hopeful/ex-coach Tommy Tuberville is wrong about COVID-19 and which states are playing college football. It's conferences not states or governors who decide whether the season will go on as planned. https://t.co/uFAvclA7Z4,fake
151,• We still have 16 significant clusters four of which are now closed. A number of clusters have not had any new cases for 14-28 days and will be closed soon.⁣ ⁣ • Yesterday our labs processed 2893 tests bringing the total number of tests completed to date to 197084,real
152,Coronavirus and protests may push black communities in the US to the brink. https://t.co/kFl8Ci5sgA via @webmd https://t.co/UrAmPQRD4O,real
153,In January within two weeks of the first cases being reported to WHO we published the first protocol for PCR testing for the new #coronavirus. Since then millions of tests have been produced and already rapid tests are now starting to be used-@DrTedros #COVID19,real
154,If you aren’t able to test people the infection is spreading blindly.” The chairman of the British Medical Association Dr Chaand Nagpaul says doctors want an “effective test and trace system” to prevent a second wave of #coronavirus. #KayBurley: https://t.co/C5rHb4KKxV https://t.co/hAUAAdvqY9,real
155,"Modern day Shakespeare? This woman wrote another explicit One Direction fanfic during quarantine #COVID19 
#TuesdayMotivation 
https://t.co/AxxWhLRSDX https://t.co/nv9e1ewzOH",fake
156,Nevada had never reported more than 500 cases in a day. Today the state reported almost 1100. The positive rate and hospitalizations in the state are rising too. https://t.co/sp9bq8nG6J,real
157,"_A video has been viewed tens of thousands of times in multiple posts on Facebook Twitter and YouTube alongside a claim it shows police in India beating a man to death after he violated a nationwide coronavirus lockdown by ""venturing out for food""._",fake
158,Pedro Sánchez has a medical team of 14 people to take care of him since the coronavirus crisis.,fake
159,Our daily update is published. We’ve now tracked 14.6 million tests up 441k from yesterday a new single day high. Note that we can only track tests that a state reports. For details see: https://t.co/PZrmH4bl5Y https://t.co/EkFfH8Igd0,real
160,Delhi's LG Anil Baijal has announced the rollback of his order for a five-day institutional quarantine for coronavirus-infected patients in the national capital. Former Bangladesh cricket captain Mashrafe Mortaza has tested positive for the coronavirus infection #CoronavirusFacts https://t.co/w0dY2R6MFZ,fake
161,"@gv9195 @KikiMarfat @ElijahSchaffer Yes, exactly, in my country the use of covid-19 drugs was prohibited in a preventive way, so now anyone who feels bad with a lack of oxygen has to go to the hospital and cannot prevent it before, banned dexamethasone, hydroxychloroquine, aspirin and other drugs
Which is unfair",fake
162,Influenza vaccines are likely to result in a false positive PCR-test for Sars-CoV-2.,fake
163,A Rohingya Muslim was terrified thinking a doctor had placed a gun on his head when the doctor was actually doing a thermal scan using a machine.,fake
164,"Local man eyes 2010 Fun-Run t-shirt as potential toilet paper substitute

https://t.co/KsRJpXXWvD #coronavirus #COVID19 #ingenuity https://t.co/9GG83VPVZH",fake
165,Deaths are also at their lowest level since last Monday. There's probably something of a weekend hangover effect in today's testing and deaths data. If you look at April 5-6 the numbers were also depressed before popping back up as states cleared their reporting backlogs. https://t.co/Q7bIkEU4Rm,real
166,"""THE CHINESE HAVE BEGUN TO USE THEIR HUMAN CORPSE TO PROCESS INTO PRODUCTS SUCH AS CORNED BEEF TO SHIP TO AFRICA. Please share with your contacts. Very important""",fake
167,276 new cases of #COVID19; Lagos-161 Rivers-36 Edo-27 Kaduna-19 Nasarawa-10 Oyo-6 Kano-4 Delta-3 Ebonyi-3 Gombe-2 Ogun-1 Ondo-1 Borno-1 Abia-1 Bauchi-1 8344 cases of #COVID19 in Nigeria Discharged: 2385 Deaths: 249 #TakeResponsibility https://t.co/Xl7QefqAWQ,real
168,@cranky_david When we were getting started on this project @TheAtlantic @yayitsrob and I surveyed the public health departments on that. It was hard info to get then and probably impossible to get now. -@alexismadrigal,real
169,"@annaamatorights @rolynhome @mi6rogue They already know...

Why do you think Goldman Sachs amongst others will be advising them what they can make and what they will loose.

But Analytics can't Never work out this AIRBORNE DEADLY Virus. 

#CovidUK 

It's all about £££ to this Despicable Government.",fake
170,Clinicians took a huge financial hit from COVID. https://t.co/vITQfeaZa5 https://t.co/b1bh25ybMF,real
171,"Video shows migrant workers raising ""long live Pakistan"" slogans when returning their home state during lockdown.",fake
172,#IndiaFightsCorona: #COVID19 Update: Centre rushes High Level Central team to Jammu Central team to assist in strengthening Containment Surveillance Testing and efficient Clinical Management Details : https://t.co/pFpDTgnGj3 @ICMRDELHI #StaySafe #IndiaWillWin https://t.co/xuKmQN57FU,real
173,Most people who have died from #coronavirus are over 65. If you have a serious underlying condition you also could get very sick from #COVID19 even if you’re younger. Learn more at https://t.co/ZnBRz5n7zC. https://t.co/p2z6K6t8q4,real
174,23 new COVID-19 cases confirmed in Mombasa.,fake
175,As of July 21: In the last 7 days #COVID19 cases increased in the US. Ten states reported more than 10000 new cases w/ 3 states each reporting more than 60000 new cases. Wear face coverings. Stay 6 feet away from others &amp; wash your hands. See more data: https://t.co/4Ku7nKLZCq https://t.co/0QDOewhbbw,real
